date,race_no,race_name,win_profile,exotic_profile,is_volatile,win_prob_top,prob_gap,exotic_prob_top,exotic_prob_gap,pred_umaban,actual_1st,pred_odds,sanrenpuku_invest_yen,sanrenpuku_return_yen,sp_loss,sanrenpuku_hit,wide_hit,win_hit
20260723,5,網干7ハロンC3一,荒,荒,TRUE,0.9971996561206884,0.9954421833246652,0.9998970723531962,0.9997984039466624,9,11,2.9,500,0,500,FALSE,FALSE,FALSE
20260723,9,C2一,荒,荒,TRUE,0.9761136362885868,0.9527534487027188,0.9199401411182482,0.8445368892301836,10,12,1.8,500,0,500,FALSE,FALSE,FALSE
20260723,12,C1,荒,荒,TRUE,0.8285809220630664,0.6572911118859386,0.9811396288566242,0.9622824271663484,12,12,1.5,500,0,500,FALSE,FALSE,TRUE
20260724,1,C3二,荒,荒,TRUE,0.9996350538663408,0.9992712220750842,0.9997019659321864,0.999403966867106,4,4,1.8,500,0,500,FALSE,TRUE,TRUE
20260724,2,C3一,荒,荒,TRUE,0.9999801529063695,0.9999605011455394,0.9999999565703848,0.999999913178871,3,10,1.9,500,0,500,FALSE,FALSE,FALSE
20260724,11,文月特別B2,荒,荒,TRUE,0.999832067661426,0.9996671196046928,0.9999856033316687,0.9999712911055484,10,1,1.5,500,0,500,FALSE,TRUE,FALSE
20260724,12,ホオズキ賞C1一,荒,荒,TRUE,0.9932279513168908,0.98725268777445,0.9995687797572612,0.9992342364091098,10,9,3,500,0,500,FALSE,FALSE,FALSE
20260729,2,C3二,荒,荒,TRUE,0.8372739767521143,0.721244599993778,0.947513359420472,0.9069239909553406,3,2,3.7,500,0,500,FALSE,FALSE,FALSE
20260730,6,C3一,荒,荒,TRUE,0.9964545611649156,0.9941624019421608,0.9416072884937948,0.8856406659889057,9,7,1.9,500,0,500,FALSE,FALSE,FALSE
20260730,10,C1,荒,荒,TRUE,0.983415543680724,0.9690391020397044,0.8972013585864007,0.7948615803389621,7,11,2.3,500,0,500,FALSE,TRUE,FALSE
20260724,3,2歳未勝利,堅,堅,FALSE,0.97141500773553,0.9428680970073706,0.9990491322600512,0.9980982923490646,5,5,1.6,600,170,430,TRUE,TRUE,TRUE
20260709,9,C2三,堅,堅,TRUE,0.9997366330256592,0.999534397514228,0.999996629292292,0.999993580226425,8,8,2.3,600,180,420,TRUE,TRUE,TRUE
20260703,7,C1,堅,堅,FALSE,0.99960431598699,0.99921497215724,0.9999765649925008,0.9999531604337448,4,4,1.5,600,190,410,TRUE,TRUE,TRUE
20260729,3,NewBeginning 2歳初出走,堅,堅,FALSE,0.9238968799040328,0.8733741039120688,0.8855548327396453,0.8023775377033386,3,2,1.9,600,190,410,TRUE,TRUE,FALSE
20260731,7,C2二,堅,堅,FALSE,0.9615488195021906,0.9267471004111508,0.9993301603255906,0.9988237362543168,4,2,1.3,600,190,410,TRUE,TRUE,FALSE
20260724,9,B1,堅,堅,FALSE,0.999926641189503,0.999854676223447,0.999999964720784,0.9999999310476756,2,2,1.4,600,230,370,TRUE,TRUE,TRUE
20260730,8,JRA認定アッパートライ競走,堅,堅,TRUE,0.9890381702549662,0.9781506849546788,0.9999325089452014,0.9998652524250272,3,3,1.9,600,230,370,TRUE,TRUE,TRUE
20260723,3,2歳,堅,堅,FALSE,0.999999009250552,0.999998319976781,0.9999999308725934,0.999999864640302,3,3,1.1,600,240,360,TRUE,TRUE,TRUE
20260709,6,C3二,堅,堅,FALSE,0.99991743971067,0.9998660042006818,0.9999923844452688,0.9999849646509948,5,9,2,600,260,340,TRUE,TRUE,FALSE
20260710,6,C2二,堅,堅,FALSE,0.9698446946357177,0.9397541248510602,0.9970853310478484,0.99418447423107,4,4,1.9,600,290,310,TRUE,TRUE,TRUE
20260731,6,C2三,堅,堅,FALSE,0.9999935890842538,0.9999876090476052,0.9999956893060384,0.9999913802921716,6,6,1.4,600,320,280,TRUE,TRUE,TRUE
